url,title,source_date,content,author,source
https://www.independent.co.uk/news/uk/home-news/meghan-markle-prince-harry-publicist-leaves-meredith-maines-b2890896.html,Meghan and Harry lose 11th publicist in five years as communications chief steps down,2025-12-27T13:44:42.000Z,"I would like to be emailed about offers, events and updates from The Independent. Read our after less than a year in the job. Meredith Maines, who started working for the Sussexes in March 2025, is believed to be the eleventh publicist in five years to exit the role after the couple stepped back from their roles as working royals and relocated to California in 2020. A statement from Ms Maines read: “After a year of inspiring work with Prince Harry and Meghan, Duke and Duchess of , I will be pursuing a new opportunity in 2026. I have the utmost gratitude and respect for the couple and the team, and the good they are doing in the world.” The Duke and Duchess of Sussex have also parted ways with Method Communications, a US-based PR firm, after they announced a partnership seven months ago with the organisation that brands itself as a company that “challenges the status quo”. A spokesman for the Duke and Duchess of Sussex said: “Meredith Maines and Method Communications have concluded their work with Archewell. The Duke and Duchess are grateful for their contributions and wish them well.” Harry and Meghan are reportedly not looking to hire a replacement for Ms Maines, as it is understood that the UK and Europe director of communications, Liam Maguire, will take the lead instead. This departure comes on the heels of last week’s announcement that Meghan and Harry’s Archewell Philanthropies, formerly known as the Archewell Foundation, would cut staff as it closes down. “The move toward a fiscal sponsor operating model does mean that some staff “We will not be discussing these personnel details further, other than to say that we are honored to have worked with incredibly talented and caring people who dedicate themselves to helping others.” Ms Maines was spotted in July speaking with senior aides working for the King outside a Mayfair private members’ club, as the Royal households appeared to take steps towards repairing their relationship. A Stanford graduate with a background in venture capitalism, Ms Maines has previously worked for Hulu, GOOP and Google. It is unclear what she will do next. Three communications officers stopped working for the Sussexes this summer, including Charlie Gipson and Kyle Boulia. Ashley Hanson, former global press secretary, stepped down a year ago to start her own consultancy firm after two years running the couple’s PR.",The Independent,The Independent
https://www.independent.co.uk/tv/news/lions-bears-rescued-thailand-cambodia-b2890955.html,Malnourished lions and bears rescued from casino after being caught up in Thailand-Cambodia conflict,2025-12-27T14:18:11.000Z,"and bears have been rescued from cages at a bombed-out Cambodian casino. Thai officials claim the animals, which were discovered during a sweep of a building seized by military in Trat province, were left malnourished after apparently having been neglected while being kept at the Thmor Dar Casino. ’s Department of National Parks, Wildlife and Plant Conservation (DNP) shows two lions and a pair of Asiatic which have been rehoused. A sun bear was also recovered. A DNP official said the animals were found with their ribcages showing, and were in such poor condition they could not be tranquillised due to the risk of heart failure. The animals were rushed to specialist wildlife parks across Thailand against a backdrop of",The Independent,The Independent
https://www.independent.co.uk/news/health/lung-cancer-ultra-processed-foods-diet-study-b2890881.html,Lung cancer warning for foods which make up ‘half the average diet’ after new study,2025-12-27T14:36:47.000Z,"I would like to be emailed about offers, events and updates from The Independent. Read our In the UK and US, more than half of the average diet consists of A previous BMJ study in 2024 linked UPFs to 32 harmful health effects including a higher risk of heart disease, cancer, type 2 diabetes, adverse mental health and early death. , the most common cancer in the world, according to the World Cancer Research Fund. There were an estimated 2.2 million new cases and 1.8 million deaths from the disease worldwide in 2020, behind the study published in the respiratory journal But limiting consumption of these foods may help curb the global impact of the disease, the Although there is no exact definition of a UPF, these foods typically undergo multiple processing steps, contain long lists of additives and preservatives, and are ready-to-eat or heat. Researchers drew on data from the US Prostate, Lung, Colorectal and Ovarian Cancer Screening Trials, involving 155,000 participants aged 55 to 74 who were randomly assigned to either a screening or comparison group between November 1993 and July 2001. Cancer diagnoses were tracked until the end of 2009, and cancer deaths until the end of 2018. A total of 101,732 people (50,187 men and 51,545 women, with an average age of 62) who completed a questionnaire on their dietary habits upon entry to the trials were included in the study. Foods were categorised as: unprocessed or minimally processed; containing processed culinary ingredients; processed; or ultra-processed. The researchers focused in particular on UPFs that included sour cream, as well as cream cheese, ice cream, frozen yoghurt, fried foods, bread, baked goods, salted snacks, breakfast cereals, instant noodles, shop-bought soups and sauces, margarine, confectionery, soft drinks, sweetened fruit drinks, restaurant/shop-bought hamburgers, hot dogs, and pizza. The three types of food that featured the most were lunch meat (11 per cent), diet or caffeinated soft drinks (just over 7 per cent) and decaffeinated soft drinks (nearly 7 per cent). Participants were tracked for 12 years and in that time, 1,706 new cases of lung cancer were diagnosed, including 1,473 cases of non-small cell lung cancer (NSCLC) and 233 of small cell lung cancer (SCLC). After accounting for potentially influential factors, including smoking and overall diet quality, participants who ate the most UPFs were 41 per cent more likely to be diagnosed with lung cancer than those who ate the least. Overall, they were 37 per cent more likely to be diagnosed with NSCLC and 44 per cent more likely to be diagnosed with SCLC. Because it was an observational study and no firm conclusions can be drawn about cause and effect, researchers acknowledge that they weren’t able to factor in smoking intensity, which may have been influential. Dietary information was collected only once, so they could not account for changes over time, and the number of cancer diagnoses was small. But researchers do highlight the low nutritional value of UPFs and the excessive amounts of salt, sugar and fats they contain. “The rise in UPF consumption may have driven global increases in obesity, cardiovascular disease, metabolic disorders, cancer and mortality, as these foods are confirmed risk factors for such conditions,” the researchers suggested. “Industrial processing alters the food matrix, affecting nutrient availability and absorption, while also generating harmful contaminants,” they added, highlighting acrolein, which is found in grilled sausages and caramel sweets and is a toxic component of cigarette smoke. Packaging materials may also have a role to play, they suggested. “You can’t say from this study that UPFs cause cancer as it’s observational, so we’re looking at associations, not direct effects. But it does strengthen the case for looking more closely at the food environment many people are living in, where UPFs are cheap, convenient, and heavily marketed, making them a go-to for many,” Rob Hobson, nutritionist and author of He suggested, rather than “pointing figures at individual foods”, to instead make small shifts towards a healthier diet. “That might mean cooking more from scratch where possible, adding in more whole foods like vegetables, beans and grains, or just becoming more aware of how often UPFs show up in your day,” he said. “It’s not about being perfect, it’s about balance and understanding how your food choices could be supporting or undermining your long-term health.”",The Independent,The Independent
https://www.independent.co.uk/arts-entertainment/tv/news/david-walliams-would-i-lie-to-you-allegations-bbc-b2890958.html,Would I Lie to You viewers question David Walliams’ appearance on Christmas special,2025-12-27T14:42:58.000Z,"I would like to be emailed about offers, events and updates from The Independent. Read our ‘s decision to pull the Christmas special from the schedules following The episode with Walliams aired on Boxing Day (26 December), just week after the comedian and children’s author, 54, was after being accused of behaving inappropriately towards young women. A junior colleague is said to have complained about his conduct, leading to other staff members being interviewed. Former employees alleged to that they were advised to work in pairs when meeting with him and not to visit his home. Walliams’s spokesperson said he “strongly denies” any claims and was not informed about or party to an investigation by HarperCollins. After the episode aired, viewers commented on Walliams’ appearance on the panel in the immediate aftermath of the allegations against him. shows the dangers of filming your Christmas special in June,” one person wrote, with another stating his presence “ruined” the episode. didn’t err on the side of caution, with one writing on X/Twitter: “Honestly, the BBC do themselves no favours. It's a long list and tonight it's them having a An additional post stated: “Thought the continuity announcer would mention that it was filmed before his recent allegations, but nope.” : “While we’re not making any changes to the festive schedules, we have no future projects directly involving David Walliams.” New subscribers only. £9.99/mo. after free trial. Plan auto-renews until cancelled. ADVERTISEMENT. If you sign up to this service we will earn commission. New subscribers only. £9.99/mo. after free trial. Plan auto-renews until cancelled. ADVERTISEMENT. If you sign up to this service we will earn commission. His appearance on the special episode also made headlines earlier this year after it emerged that he had given two Nazi salutes during the recording. At the time, the BBC apologised over the incident and the scene was deleted from the episode. Walliams rose to fame more than 20 years ago through the comedy series , alongside Matt Lucas. The show was hugely popular at the time but has come under fire in recent years over use of blackface in the series and claims it was sexist, classist and homophobic. Following his TV career, Walliams has become one of the UK’s most established and successful award-winning children’s authors, selling an estimated 60 million copies worldwide. His books are widely used in schools. In 2022, Walliams faced criticism after he was caught making obscene comments about contestants on A leaked transcript revealed that he called one auditioning contestant a “c***” and said of another: “She thinks you want to f*** her, but you don’t.” Walliams subsequently left his role on the show, and apologised for the “disrespectful comments”, saying they were part of a private conversation that was “never intended to be shared”. He sued FremantleMedia, the production company that makes , for the leaking of his private remarks. The matter was settled in November 2023.",The Independent,The Independent
https://www.independent.co.uk/news/world/europe/spain-costa-brava-corals-fishermen-b2886077.html,‘Our sea deserves a future’: The fishermen battling to save rare corals on the Costa Brava from climate change,2025-12-27T14:49:04.000Z,"I would like to be emailed about offers, events and updates from The Independent. Read our n a strip of calm blue water in the , a fisherman pulls a fluorescent orange stick from the We are in a boat in the waters off of Llança, a town near the Spanish-French border that heaves with British tourists in the summer months. But far from the luxury hotels and restaurants, and marine biologists are battling to save corals, sponges and other creatures from the damage caused by Rising temperatures in the sea caused by climate change are decimating the , sponge and other marine creatures which live 50 metres below the surface, where the mercury can reach 25C. Pollution caused by clumps of wet wipes and other plastics has also accumulated in some areas. Overfishing has had a dramatic effect on complex habitats, and some species, such as the precious red coral, which is commonly used for jewellery, have largely disappeared from the western Mediterranean. In a bid to fight back, fishermen on the Costa Brava are saving any corals which come up in their nets as part of a new scheme started in 2022 with the help of marine biologists. “If I want the sea to have any future, it makes sense to put something back, like these corals,” says Franc Ontiveros, a lifelong fisherman taking part in the project. “Poor management of fishing stocks has been a problem but if I can do something to help then I would like to. I am not sure fishing has a future but at least if I do this, I will be trying to do something about it.” Mr Ontiveros, 50, fishes for monkfish, mullet and hake but can haul tens of corals every day that he goes to sea. After they are plucked from the water, they are put in a bucket before being handed over to marine biologists. They are then kept in special aquariums, where they are assessed to see if they will survive. The lucky ones are returned to the seas along the Catalan coast in special “no take” zones, where authorities track the activities of boats to make sure they do not fish. Mr Ontiveros’s boat, which is based in Palamos, a Catalan fishing town famous for its prawns, is one of about 48 along this stretch of Spanish coastline that have joined this effort to protect threatened species. The haul of corals depends on the type of fishing, boats and habitat. Those who go out for red shrimps catch very few, but fishermen who trawl for fish on sea shelves have a large haul. Jordi Grinyó Andreu, a researcher at the Institute of Sea Sciences in Barcelona and an expert in seafloor ecology, has been working on the €3.6m (£3.15m) project since it started in 2022. It is partly funded by the European Union, with the rest of the funds coming from the Spanish government. “These creatures are being decimated by climate change and the destruction of their natural habitats,” he says. “We have encouraged the fishermen to take part. As one said: ‘If I want my son to be a fisherman one day, I have to act now’.” Mr Grinyó is passionate about the orange, pink and black corals he helps save with the fishermen. “The coral populations in the Mediterranean have been under high threat. Some populations are stable, others are declining and some are critically endangered, like red coral and Isidella bamboo corals,” he adds. Sadly, the fate of corals and sponges in the western Mediterranean is not an isolated one. Mr Grinyó says that seafloor ecosystems around the world face the same daunting future. But researchers hope the knowledge gained from the scheme will help save these beautiful seafloor dwellers in other parts of the sea. New projects are expected to start in the Balearic Islands, near Cadiz and in Sicily. Mr Grinyó says the cooperation between fishermen and marine biologists has given him hope for the future. “This project shows that once fishermen and scientists work together, we can achieve great goals towards preserving marine ecosystems. “In this sense, fishermen are a key component of the success of this project and they are working towards achieving a more sustainable form of fishing. Eventually the whole of society will benefit.”",The Independent,The Independent
https://www.independent.co.uk/news/world/americas/us-politics/trump-secret-service-threats-protests-watchdog-b2890954.html,"Trump’s life being put at stake by sloppy Secret Service behavior, says MAGA activist",2025-12-27T15:06:55.000Z,"I would like to be emailed about offers, events and updates from The Independent. Read our ’s life is being put at risk by careless conduct within his Tom Fitton, who leads Judicial Watch, a conservative watchdog organization, told that one episode in particular stands out to him as a On September 9, Trump’s dinner at a Washington, D.C. restaurant was disrupted by Code Pink protestors, who managed to get of the president and other Cabinet officials, video footage shows. The protesters — who were chanting “Free Palestine” and calling Trump “Hitler” — were eventually escorted out. “These people were allowed to get within arm’s length of the sitting president with knives and who knows what else in the restaurant available to them,” Fitton told the newspaper. “I’m just really concerned about the president’s safety,” Fitton added. “He was almost killed twice supposedly under the protection of the Secret Service and then they walked him into a potentially dangerous ambush,” he said of the September incident, which took place at Joe’s Seafood, Prime Steak & Stone Crab. The protesters were not violent, but Fitton expressed worry that they had apparently been able to obtain accurate information about Trump’s private dinner. Fitton, whose watchdog group has over 2 million followers on social media, isn’t the only one to criticize the Secret Service over Trump’s brush-in with Code Pink. Christ Swecker, a former FBI assistant director, described the episode as “an unbelievable security lapse.” “I can’t believe they would let random people sit in that close proximity to them,” he told the , adding, “That’s crazy. That’s like’s like the days when Abraham Lincoln would ride down Pennsylvania Avenue in his coach and buggy with no protection.” that getting within close range of the president was as simple as “We thought it was just going to be Trump, we didn’t know it was all of his Cabinet, and we didn’t think they would be in such an open room — we thought he’d be in a different area — and we were placed really close to them,” Olivia DiNucci told the outlet in September. On December 18, Judicial Watch filed a lawsuit in federal court attempting to obtain access to “all internal emails and text messages among USSS officials in the Presidential Protective Division regarding the presence of Code Pink protestors” at the restaurant. It also seeks any correspondence between the Secret Service and accounts affiliated with Code Pink, a feminist, anti-war organization. The suit was filed after the Secret Service reportedly failed to comply with a Freedom of Information Act request filed by Judicial Watch in September. “We do not comment on pending or proposed litigation,” a spokesperson for the Secret Service told . “Any official communication will be made via applicable court filings.” Judicial Watch has also filed FOIA requests related to the two assassination attempts made against Trump on the 2024 campaign trail. , on July 13, when a gunman opened fire at Trump during a rally. One bullet grazed his ear, narrowly missing the president’s head.​ The second event occurred at Trump’s on September 15, when a man was discovered carrying a rifle on the premises. Another apparent lapse occurred in August at Trump National Golf Club in Virginia, when the Secret Service failed to spot that a guest was carrying a handgun while the president was on site. “The US Secret Service takes the safety and security of our sites very seriously and there are redundant security layers built into every one,” a Secret Service spokesperson said at the time, adding that the individual with the weapon was never in close range to Trump.",The Independent,The Independent
https://www.independent.co.uk/news/uk/politics/trade-union-members-farage-cost-of-living-tuc-b2890485.html,"Trade union members turning to Farage because of failure to tackle cost of living, Starmer warned",2025-12-27T15:10:56.000Z,"I would like to be emailed about offers, events and updates from The Independent. Read our has been warned that trade union members are turning to because he is too obsessed with polls and not properly focused on the cost of living. , spoke to The Independent ahead of releasing his new year message with shocking polling by Survation revealing the depth of the crisis faced by many households. The trade union boss has said that the and his cabinet need to stop playing games and be focused on the cost of living crisis in 2026. According to the findings of the poll commissioned by the TUC and and campaign group 38 Degrees, one in five (21 per cent) are skipping meals every day or most days because they cannot afford to eat or are making sacrifices for their children. More than one in three (36 per cent) are cutting back on their heating every day or most days. Four in five (79 per cent) say their financial circumstances are either stagnant or getting worse. Mr Nowak warned: “The government needs to focus relentlessly on the cost of living and then the polls will look after themselves.” Suggesting that there is too much attention to weekly polls in Downing Street, he added: “Politicians are focused on the minutiae of polls while ordinary people are focused on the minutiae of their bank accounts.” The TUC leader has applauded the workers’ rights package passed just before Christmas, adding that it was trade unions who forced a “reluctant” Labour government to ditch the two-child benefit cap. But he has insisted “there is more that needs doing”. He also warned that a failure to “deliver the ‘change’ that was on the front of the Labour manifesto” means people are turning to Reform in what he believes is a mistaken view that Mr Farage will solve their problems. The Reform UK leader has flirted with left-wing voters with promises of nationalising steel production and water companies as well as scrapping the two-child benefit cap before Labour relented on the issue. Mr Nowak said: “A lot of our [union] members vote Reform. But we should not be going around calling them racists though.” Instead he wants the Labour government to expose what a Farage-led government would really do while dealing with the actual day-to-day problems people have. He said: “A Farage-led government would be a disaster for workers. Those new rights that we’ve just secured would be under attack, a return to austerity, privatisation of our NHS, you know, his big economic reset speech where, you know, delivered it in the City of London and talked about the need to deregulate the finance sector, because that worked so well the last time round. “Obviously, trashing the relationship with our closest trading partner in terms of the European Union. So, you know, I mean, we’ve got no doubt reform would be a cul-de-sac.” But instead, Mr Nowak, like many others in the trade union movement, is concerned about the amount of infighting within the cabinet and manoeuvring by rivals to replace Sir Keir. He said: “When a government is trailing so far behind in the polls, and the PM’s personal approval ratings are low, there’s always going to be some sort of speculation. “I think it’s incumbent on everybody, the prime minister, the cabinet, the Labour government, the entire parliamentary Labour Party, you can’t afford to take your eyes off the day job, which is delivering on living standards, and indulge in the sort of internal naval gaze here, who’s up and who’s down in the cabinet.” He added: “I think there are some people who see politics as a game. I don’t think for our members, politics is a game. “I mean, this, this is the difference between, you know, for some people, it is at the sharp end about whether they are turnding on the heating or, you know, God forbid, missing a meal, because, you know, they’d rather the kids have tea, rather than, you know, them.” And while trade unions remain Labour’s biggest donors, there have been a number of larger unions which are now questioning their ongoing relationship with Labour under Sir Keir’s leadership. Unison, the biggest trade union, just elected Corbynista Andrea Egan, who wants to reduce support for Labour, while the second biggest union, Unite, is discussing disaffiliating from the party. Mr Nowak said: “Our job is not to be passive cheerleaders on the sideline, applauding everything the government does. I think our job is to work with the government to deliver on the issues that really matter to our members and their families and their communities, to call the government out when they get it wrong.”",The Independent,The Independent
https://www.independent.co.uk/arts-entertainment/music/news/david-bowie-illness-death-book-age-b2890894.html,New David Bowie book shines light on ‘heartbroken’ singer’s final months,2025-12-27T15:12:28.000Z,"I would like to be emailed about offers, events and updates from The Independent. Read our went to hide his terminal illness from the world – and claimed he almost died a few years before his 2016 death. died aged 69 in January 2016 following a secret fight with , and 10 years on, insiders are recalling their surprise at learning the news while making a new record and stage play with him just months before. , the singer is believed to have been diagnosed with liver cancer in 2014 and been told it was inoperable in November 2015. – and the singer remained tight-lipped about his situation, only telling those whom it directly impacted. director Ivo van Hove, who said that while “no one from the cast knew anything because he only came when he was feeling well”, he “could see a heartbroken man in his eyes”. “I could see, when he looked at me, in his eyes there was really a troubled man, anxious about dying and also about leaving a family behind,” van Hove added in a new memoir extract published in , said the singer hid his diagnosis well, stating that in the summer of 2014, he “seemed completely fine and in great shape”. However, shortly before this, drummer Zachary Alford, whom Bowie hired to work on four new demos, claimed he noticed “a weight on his shoulders”, saying: “He was getting close to the end, but I still had no clue he was sick.” the following year, many did not realise the musician was sick, despite the fact he was undergoing chemotherapy. He hid his bald head with a cap. Enjoy unlimited access to 100 million ad-free songs and podcasts with Amazon Music Sign up now for a 30-day free trial. Terms apply. ADVERTISEMENT. If you sign up to this service we will earn commission. Enjoy unlimited access to 100 million ad-free songs and podcasts with Amazon Music Sign up now for a 30-day free trial. Terms apply. ADVERTISEMENT. If you sign up to this service we will earn commission. “I was the only one in the room that had no idea that he was sick,” jazz guitarist Ben Monder said. “I thought he looked great. I thought this guy was super-healthy for someone who had had a heart attack 10 years prior.” The few people Bowie did disclose his sickness to included director Johan Renck, as the singer was unsure he’d be able to film the music video for the album’s titular single. According to Renck, Bowie told him in November 2014: “I’m very ill and I’m probably going to die.” during a Skype call, once it became impossible to hide the news. “He was on Skype and he was clearly sick,” van Hove said. “Then he told us. I was blown away. I don’t think I uttered two words because it was totally unexpected. But did it influence the work? No. Because I felt from the first time I met him that this project was for him very urgent and very important.” – that Bowie had six heart attacks before his death. “Physically, he didn’t just battle cancer – if that’s not enough, he had six heart attacks in recent years,” she told the BBC at the time, claiming she learnt this fact “from somebody very close to him”. The new biography claims an anonymous member of Bowie’s circle confirmed that he had health problems “for the last 10 years before he died, and those problems were quite severe at times”. It’s claimed the singer “was lucky to survive” one incident a few years before his death. is out on 1 January. Find an extract from the book in",The Independent,The Independent
https://www.independent.co.uk/news/spanish-indonesian-valencia-valencia-cf-unesco-world-heritage-site-b2890963.html,Indonesian rescuers search for Spanish family after boat sinks near Komodo Island,2025-12-27T15:13:45.000Z,"I would like to be emailed about offers, events and updates from The Independent. Read our family on Saturday after a tour boat carrying 11 people sank overnight near Padar Island, a popular destination within Komodo National Park, officials said. The boat was carrying the family of six, four crew members and a local guide when it went down on Friday evening after suffering engine failure on a trip from Komodo Island to Padar, said Fathur Rahman, who heads the Maumere Search and Rescue Office. He said three people were rescued by a passing vessel, and four others were picked up by a search and rescue team. The survivors included the Spanish mother and one daughter. The father, two sons and another daughter were missing, he said. said that a coach for its women's reserve team, Fernando Martín, and three of his children were among the victims. In a statement on X, Valencia CF expressed condolences, saying their deaths were confirmed by local authorities. Real Madrid CF also offered condolences on the death of Martin, 44, and his three children. However, Rahman said the search was suspended Saturday evening because of bad weather and poor visibility and will resume early Sunday. “Our teams have been combing the northern waters of Padar Island until dusk,” Rahman said. “We are determined to find the victims.” Komodo National Park is a UNESCO World Heritage site famed for its rugged landscapes, pristine beaches and the endangered Komodo dragon. The park attracts thousands of visitors for diving, trekking and wildlife tours. The survivors were treated at the port office in Labuan Bajo city as strong waves up to 2.5 meters (8.2 feet) high and darkness hampered emergency responders overnight, Rahman said. The search involved multiple rescue units in inflatable boats, a navy vessel with diving equipment and a rescue ship, with the assistance of local fishermen and residents. It was centered on a 5-nautical-mile (9-kilometer) radius of the sinking site, where rescuers found the boat debris, Rahman said. Indonesia is an archipelago with more than 17,000 islands, where boats are a common form of transportation. With lax safety standards and problems with overcrowding, accidents occur frequently.",The Independent,The Independent
https://www.independent.co.uk/travel/europe/spain/best-spain-winter-sun-holidays-seville-tenerife-b2890964.html,The six warmest holiday destinations in Spain for winter sun,2025-12-27T15:23:15.000Z,"I would like to be emailed about offers, events and updates from The Independent. Read our , a summer magnet for millions, is often overlooked as a prime nation presents a compelling short-haul alternative. Its agreeable climate and the absence of peak-season crowds make it a discerning choice. Throughout winter, Spain’s southern provinces frequently experience temperatures hovering around 20C. Perennial favourites like Seville remain sun-drenched from December through to March, with the milder conditions offering perfect opportunities for exploration, , famed for balmy winter temperatures, may be destination, but read on below for the full selection. offer the best of Spanish winter sun, and is the most popular. As well as being a key summer destination, this island receives six hours of sunshine per day between December and February, with temperature averages in these months standing at around 18C (with average highs around 22C). By contrast, the some parts of the UK only get an hour-and-a-half of sunshine per day in December. In London, that amount drops to 1 hour 15 minutes, according to analysis by data analytics firm Many of the island’s highlights are its natural sites. It is home to the highest peak in Spain, Mount Teide, an active volcano that towers over the national park of the same name. While a cable car can get you to the top, there are plenty of hiking routes among the red rock and rugged terrain. If exploring doesn’t appeal, don’t fret – the weather is still good enough to spend the day on the beach too, whether you’re looking for water sports in the coastal resorts of the Costa Adeje or exploration in the capital, Santa Cruz, before lying on Playa Teresitas. For the ultimate in child-free luxury and relaxation, head to the western coast for Red Level at Gran Melia Palacio de Isora. This is a private section of the wider Gran Melia Palacio, and every room has a private terrace and views. There’s a pool, hot tubs and plenty of peace and quiet. Though cooler than other destinations on this list, Valencia offers pleasant temperatures and plenty of sunshine in the winter months. It is not uncommon to see locals at the beach from December to February, though many stay away from the water despite temperatures hovering around 17C. This is a city that thrives in winter, as many of its best sights and most popular activities suit slightly lower temperatures. A cycle along the five-or-so miles of the Turia Park is practically a rite of passage, and at the end of the route lies the City of Arts and Sciences, one of Spain’s modern marvels and the site of avant-garde buildings, verdant gardens and Europe’s largest aquarium. Whether you’re strolling around Ruzafa and Carmen or enjoying some alfresco New Year’s Eve drinks, the temperature is never too hot and rarely too cold. Beach areas may be more suited to promenade strolls rather than afternoon swims, but there’s something extremely satisfying about having lunch on the sands while your friends in the UK are clearing snow from their driveways. is one of the best-located hotels in the city, sitting right between the main squares and within easy walking distance of most landmarks. Inside, it’s a classy mix of modern interiors and old-fashioned flair, from the building’s remaining period features to the Art Deco touches in the bar area. The Andalusian capital is famed for its year-round high temperatures, and while average summer highs of 36C are enough to deter would-be visitors, winter highs of between 16 and 18C are far more welcoming. offers an impressively deep range of culture, history and landmarks, from evening flamenco shows to cruises along the Guadalquivir River. Several of the – including the Old Town, cathedral, La Giralda Tower, Moorish Alcazar and Casa de Pilatos – are within an easy walking distance of each other. On a separate day, make your way to the Maria Luisa Park and the Plaza de Espana, where you can enjoy a relaxed stroll and a short rowboat trip on the canal before admiring the national pavilions that remain around the park, built for the 1929 Ibero-American Expo. provides a comfortable stay near the historic centre, less than half a mile from Seville’s main attractions. With a rooftop pool, cosy outdoor and indoor eating areas, characterful period features and plenty of musical touches – including three pianos and a 16th-century harp – this hotel is a special stay in the historic centre. A smaller alternative to Malaga, Nerja lies around 30 miles to the east, perched on a section of cliffs that overlook the Alboran Sea. The town begins on the shores of Salon and Calahonda, rising steadily up through a sea of white-washed, low-lying buildings and palm-tree-filled gardens. Within the narrow, cobbled streets, a plethora of independent shops, restaurants and plazas await. Just above the beach sits the Balcon de Europa, an impressive viewpoint that gives sweeping sea views. One of the town’s most visited sites is its extensive network of caves, which stretches for over three miles and is adorned with paintings thought to date back 40,000 years. The Hotel Balcon de Europa is built into the rock face in one of the best areas of Nerja for visitors. The hotel offers comfortable, modern rooms, direct beach access and some of the best views in town. When competing alongside Gran Canaria for the second Canary recommendation on this list, comes out on top due to its amazing natural sites and charming capital. The main city of Arrecife may be smaller than Las Palmas, but its city-side beaches, colonial architecture and lively nightlife make it a worthy competitor. At the Timanfaya National Park, the sea of red rock and volcanic soil appears almost extra-terrestrial and guided hikes or bus tours are the only ways to explore. Alongside the beaches and the Hervideros cliffs, the Jameos del Agua, an oasis-like landscape that contains a cave network and cultural centre, is the other must-see. is a vast, 335-room complex with four outdoor pools, six restaurants and various sports facilities, alongside an extensive spa offering everything from a hairdresser to lava and aloe vera treatments. Andalusia’s primary seaside destination is another great alternative to Seville for a dose of winter sun. Average highs hit 18C, and though the sea may be too cold for most, both the port and the long stretch of city beach, which includes Malagueta and Caleta, are great places to walk, cycle or enjoy a laid-back afternoon meal. The historic centre demands an afternoon spent wandering its wide boulevards, narrow alleys and churro cafes, while La Concepción Historical Botanical Garden and Gibralfaro Castle offer some of the best views. Art lovers will enjoy the Thyssen Carmen Museum, which showcases a host of 19th-century Spanish art, while the birthplace of Picasso also has a fantastic museum containing over 200 of his works (part of which lies within the house where the famed artist was born). answer to Granada’s Alhambra, is the architectural highlight, where stone palaces with horseshoe arches contain gardens and courtyards lined with orange and palm trees. The Only YOU chain’s Malaga residence stands out partly due to its marvellous eighth-floor terrace, which features sweeping views towards the Gibralfaro Castle. Inside, a series of on-trend rooms is paired with chic public areas, like those of the Carmen restaurant.",The Independent,The Independent
