url,title,source_date,content,category,author
https://www.independent.co.uk/news/business/contactless-payment-increase-limit-fca-b2887267.html,£100 contactless card payment limit to be scrapped,2025-12-19T08:10:40.000Z,"I would like to be emailed about offers, events and updates from The Independent. Read our The City regulator is paving the way for shoppers to make larger , moving beyond the current £100 transaction limit for physical cards. (FCA), proposed removing the limit entirely and now has announced plans set for next year, whereby banks and payment providers with robust fraud controls will gain autonomy to establish their own payment thresholds. It’s worth noting that the rules apply only to physical cards - payments through digital devices such as phones have no limit as they have greater security built in, such as PINs or face recognition. These regulatory changes are scheduled to commence on March 19, though individual firms will decide when to adopt the flexibility. Firms that go ahead with the changes will need to communicate them clearly to their customers, the regulator said. The aim is to allow firms to better respond to changing consumer demands, inflation and new technology. Firms are also being encouraged to let customers set their own limit, or turn contactless off altogether, as many high street banks already do. David Geale, executive director of payments and digital finance at the FCA, has said: “We‘re seeing smarter payment technology and more well-established fraud controls, so it’s the right time to let firms tailor contactless payments to fit their customers’ needs and drive innovation. While we wouldn’t expect to see immediate changes to limits by firms, they would have the flexibility to make payments more convenient for customers. “People are still protected; even with contactless, firms will refund your money if your card is used fraudulently.” Get a free fractional share worth up to £100. Get a free fractional share worth up to £100. The popularity of contactless payments has surged over the years, with contactless card transactions limits having previously been increased in a series of steps. According to consumer spending data from Barclays, 94.6 per cent of eligible in-store card transactions were contactless in 2024. Last year, there were 10 times as many contactless transactions per month than there were in 2015, according to Barclays. As well as a £100 limit for a single contactless card transaction, there is also a cumulative total of £300 in contactless transactions, or no more than five consecutive contactless transactions, since the last application of “strong customer authentication” to verify a payment was made. Under the rule change, firms will also have the flexibility to consider changing the cumulative contactless approach if they want to. The FCA believes the option of greater flexibilities will incentivise firms to step up their fraud prevention, giving consumers greater protection. Existing protections will remain in place, meaning consumers must be reimbursed in unauthorised fraud cases, such as if their card is lost or stolen. The review of the contactless card limit was one of around 50 measures the regulator outlined in a letter to Prime Minster Sir Keir Starmer in January to help support economic growth. The proposals were out for consultation until October 15. The regulator has previously said that, based on industry feedback, it anticipated most firms would continue to implement the £100 limit for the time being. Mr Geale, added: “Contactless is people’s favoured way to pay. We want to make sure our rules provide flexibility for the future, and choice for both firms and consumers.” Kate Nicholls, chairwoman of UKHospitality, said: “Making life easier for consumers is a positive for any hospitality and high street business, and I’m pleased the FCA is bringing forward this change. “Contactless has increasingly become the preferred payment method of choice for many people and lifting the limit can mean quicker and easier experiences for consumers. While many people still prefer to use cash or chip and Pin, this change adds much-needed flexibility for providers and consumers.” Jana Mackintosh, managing director of payments and innovation at UK Finance, said: “We welcome the FCA’s move to give banks and payment providers greater flexibility over contactless limits in the future. “Contactless is a very popular and secure way to pay. “While we do not expect to see any immediate change to the £100 contactless limit, any changes made in the future will be done carefully and ensure strong security and fraud controls remain in place.”",business,The Independent
https://www.independent.co.uk/news/business/london-aim-gold-paris-frankfurt-b2891685.html,FTSE 100 edges lower in quiet end of year trade,2025-12-29T17:12:43.000Z,"I would like to be emailed about offers, events and updates from The Independent. Read our closed mixed on Monday, after a day of quiet trading at the start of another holiday-shortened week, as FTSE 250 firm International Personal Finance agreed to a £543 million takeover. The FTSE 100 index closed down 4.15 points at 9,866.53. The FTSE 250 index ended up 93.01 points, 0.4%, at 22,407.51, and the All-Share closed down 0.09 points at 760.14. In European equities on Monday, the CAC 40 in closed up 0.1%, while the DAX 40 in The pound was quoted at 1.3491 dollars at the time of the London equities close on Monday, down from 1.3510 dollars at the time of the early London equities close on Wednesday. The euro was lower at 1.1757 dollars from 1.1790 dollars. Against the yen, the dollar was trading at 156.04 yen, up from 155.92 yen. Late on Friday, around the time of the closing bell on the New York Stock Exchange, the pound traded at 1.3504 dollars, the euro at 1.1780 dollars, and the dollar bought 156.50 yen. London’s financial markets opened on Monday for the first time since last Wednesday, after closing for Christmas Day and Boxing Day. The markets will close early this Wednesday, before the New Year’s Day holiday on Thursday. The market reopens on Friday for a full trading day. This week’s global economic calendar has minutes from the December Federal Open Market Committee meeting on Tuesday, before a swathe of manufacturing PMI readings on Friday. Stocks in New York were lower. The Dow Jones Industrial Average was down 0.5%, the S&P 500 index retreated 0.5%, and the Nasdaq Composite fell 0.7%. The yield on the US 10-year Treasury was quoted at 4.12%, narrowing from 4.16% on Wednesday. The yield on the US 30-year Treasury was quoted at 4.80%, slimmed from 4.82%. Pending home sales in the US grew by more than expected in November. According to the National Association of Realtors, pending home sales rose 3.3% on-month in November. This figure surpassed the FXStreet-cited consensus, which had projected a rise of 1.0% during the month. On a year-over-year basis, pending home sales increased by 2.6%. According to NAR chief economist Lawrence Yun, “homebuyer momentum is building. The data shows the strongest performance of the year after accounting for seasonal factors, and the best performance in nearly three years, dating back to February 2023”. Brent oil was down at 61.48 dollars a barrel at the time of the London equities close on Monday from 62.58 dollars at the time of the early London equities close on Wednesday. However, it was up from 60.32 dollars at the time of the New York equities close on Friday. bought 4,336.60 dollars an ounce at Monday’s close, down from 4,492.58 dollars on Wednesday and from 4,528.06 dollars on Friday. Gold had hit a record high above 4,549 dollars an ounce on Friday. In London, International Personal Finance led the way on the FTSE 250 index as its shares jumped 5.9%. The firm said it has agreed a G£543 million all-cash takeover by BasePoint Capital, with the acquisition expected to complete in the third quarter of 2026. Under the terms of the offer, IPF shareholders will receive 235 pence in cash for each share, valuing the provider of credit products and insurance services at around £543 million. IPF shares closed at 220.00p on Wednesday. The offer represents a premium of around 31% to IPF’s closing share price of 179.2 pence on July 29, the last trading day before the company entered an offer period. The agreed offer follows a series of approaches from BasePoint earlier this year. In September, IPF said it had received an improved indicative proposal of 235p per share, raised from an initial 220p approach made in July, and indicated at the time that its board would be minded to recommend the offer if a firm bid were made. IPF’s board has unanimously recommended the offer, and completion of the acquisition is subject to shareholder approval. Chairman Stuart Sinclair said: “Whilst the board continues to believe in the strategy and long-term prospects of IPF on a standalone basis, we recognise that the acquisition allows IPF shareholders to monetise their entire investment for cash at a fair price. “We believe that the business will benefit from BasePoint’s ownership and its commitment to fulfil IPF’s purpose of building a better world through financial inclusion.” Elsewhere, Everyman Media shares closed flat after chief executive Alex Scrimgeour stepped down with immediate effect, as analysts said “time had run out” for the boss after a profit warning and the resignation of the finance director earlier this month. Mr Scrimgeour’s departure follows finance director Will Worsdell’s resignation two weeks ago. He is leaving at the end of March. The London-based premium cinema chain has appointed Farah Golant, currently non-executive director, as the interim chief executive. “Farah has extensive experience across the global creative, entertainment and media industries, and a track record of accelerating growth and cultivating high performance, results-oriented organisations,” said Philip Jacobson, the company’s non-executive chairman. “Everyman has now lost both its chief executive and its finance director over the past fortnight,” said Dan Coatsworth, head of markets at AJ Bell. “That’s unfortunate timing and means the pressure is on to find a new leadership team fast.” “The share price fell by 76% during his tenure and time had run out,” he added. Mr Scrimgeour has stepped down after Everyman’s profit warning earlier this month, where it said it was “operating in a challenging economic environment” with recent UK box office performance “weaker than anticipated”. “It’s fair to say that 2025 wasn’t a golden year for new film releases, making matters worse for Everyman. Its recent profit warning was blamed on a weak fourth quarter film state, and the release schedule for the next few months doesn’t instil much optimism,” said Mr Coatsworth. The biggest risers on the FTSE 100 were Fresnillo, up 82.0 pence at 3,282.0p, Glencore, up 8.3p at 402.6p, Convatec, up 5.0p at 243.0p, Anglo American, up 57.0p at 3,069.0p, and Entain, up 14.0p at 764.6p. The biggest fallers on the FTSE 100 were Babcock International, down 33.0p at 1,227.0p, Hiscox, down 21.0p at 1,407.0p, British American Tobacco, down 60.0p at 4,155.0p, BT Group, down 2.5p at 182.3p, and Halma, down 43.8p at 3,524.2p. On Friday’s economic calendar are minutes from the latest meeting of the US Federal Open Market Committee as well as house price index figures for the US. There are no events scheduled on Tuesday’s local corporate calendar.",business,The Independent
https://www.independent.co.uk/news/business/households-wrap-co2-mary-creagh-europe-b2890564.html,Households urged to spend Boxing Day using up Christmas leftovers,2025-12-26T02:45:09.000Z,"I would like to be emailed about offers, events and updates from The Independent. Read our have been urged to spend Boxing Day using up Christmas dinner leftovers amid figures suggesting food waste will cost a family of four an average of £1,000 this year. Households are set to throw away around 85,000 tonnes of edible Christmas food this festive season alone, according to estimates from the Waste and Resources Action Programme (Wrap) and the Office for National Statistics. are generated by UK homes from wasted consumable food and drink each year, Throughout the year, almost 40% of food waste happens because it is not used in time – either because people think the product smells or looks off or it is past its date label, a study for the organisation found. Each year, UK households threw out 480,000 tonnes of potatoes – or 41% of all potatoes bought. Wrap has urged households to store potatoes – and all other uncut fruit and vegetables except for onions, bananas and whole pineapples – in the fridge at 5C or below. It also reminded consumers that food past its ‘best before’ date is safe to eat for days, months or even years afterwards, and people should use their own judgment to decide if their food is edible. However, ‘use by’ labels refer to safety, and food should not be eaten past this date. Wrap chief executive Catherine David said: “A third of all the food we grow is wasted, and it’s so noticeable at Christmas, a time when we want to put on a feast, but at the same time household budgets are particularly stretched. “We can make our cash go further, and protect our planet’s precious resources, this Christmas by ensuring we make the most of our leftovers and follow Love Food Hate Waste’s simple tips and tricks to ensure we love our food, hate our waste, and make sure as much food as possible goes onto people’s plates and into their tummies.” said: “Over half of food waste happens in our homes so reheating extra roasties and making the traditional turkey curry can save money and cut carbon emissions. “Together with the Government’s £13.5 million grants to food charities to redistribute 19,000 tonnes of surplus food from farms, small changes can make the Christmas food shop go further and end up in the freezer not the food waste caddy.” The focus on food waste comes as appliance brands launch built-in AI tools to help consumers use up the contents of their fridges and freezers. Hisense’s ConnectLife app now features Dish Designer, which uses AI to create customised recipes from the contents of its fridges and freezers – a similar feature to Samsung’s Bespoke AI fridge freezers which have touchscreen displays that generate recipes, largely by scanning what is inside the fridge. Hisense’s Dish Designer can personalise recipes depending on households’ dietary requirements, and members can add products in the fridge and cupboards to an ‘inventory’, which is used to generate recipes. Hisense said approximately 30,000 recipes had been generated in total across since Dish Designer launched in May. Of these, around 12,000 recipes were generated in the UK. Wrap’s leftovers recipes can be found online at 20 Tasty Recipes for Using Up Christmas Leftovers from Love Food Hate Waste.",business,The Independent
https://www.independent.co.uk/news/business/ryanair-italy-europe-milan-dublin-b2889480.html,Ryanair fined £224m in Italy over ‘abusive strategy’ with travel agencies,2025-12-23T11:38:21.000Z,"I would like to be emailed about offers, events and updates from The Independent. Read our has been fined 256 million euros (£224 million) by Italy’s competition watchdog for allegedly using an “abusive strategy” to hinder third-party travel agencies. The regulator claimed in its ruling that the low-cost airline deliberately made it difficult for agencies to buy flights on its website, between April 2023 and at least April this year. The Italian Competition Authority (AGCM) said: “Following a complex investigation, the authority found that Ryanair put in place an elaborate strategy affecting the ability of online and traditional travel agencies to purchase Ryanair flights on ryanair.com. “In particular, the company’s strategy blocked, hindered or made such purchases more difficult… when combined with flights operated by other carriers and/or other tourism and insurance services.” “These practices compromised the ability of agencies to purchase Ryanair flights and combine them with flights from other airlines and/or additional travel services, thereby reducing direct and indirect competition between agencies,” it added. Ryanair said it would appeal the ruling and the fine, which it said was “unjustly levied”. The Dublin-based carrier said: “Ryanair has campaigned for many years to offer consumers the lowest fares by booking directly on the ryanair.com website. “This direct distribution model was ruled to ‘undoubtedly benefit consumers’ by the Court, as recently as Jan 2024.” Ryanair’s long-standing chief executive, Michael O’Leary, branded the ruling “legally unsound”. He said: “This AGCM ruling is an affront to the precedent Milan court ruling, and also an affront to consumer protection and competition law. – and in many other markets across – by always offering the lowest air fares in every single market in which we operate. “This legally baseless AGCM Ruling, and its absurd 256 million euro fine, undermines consumer protection and competition law, and it will be overturned on appeal.” It comes after Italy fined Ryanair 3 million euros (£2.6 million) in 2019 for its policy of charging passengers for cabin baggage, but the penalty was later overturned by an administrative court. Online travel agency eDreams Odigeo welcomed the ruling against Ryanair and called for a wider investigation across the industry, claiming it is “not isolated”. Guillaume Teissonniere, general counsel at the travel agency, said the ruling “details a calculated plot orchestrated not only to abuse market dominance but also to actively deceive financial markets about the self-inflicted consequences”. He added: “Crucially, this is not an isolated incident; it is the latest in a mounting series of binding decisions across Europe that Ryanair has consistently chosen to ignore. “This corporate culture of complete disregard for the law must end. “We therefore call on authorities across Europe to follow the AGCM’s lead and intervene immediately.”",business,The Independent
https://www.independent.co.uk/news/business/paddy-power-betfair-gambling-commission-fine-b2886099.html,Gambling firm fined £2m after failing to protect vulnerable users,2025-12-17T10:12:16.000Z,"I would like to be emailed about offers, events and updates from The Independent. Read our has been ordered to pay £2 million following a investigation that uncovered significant social responsibility failings. failed to intervene swiftly enough when customers exhibited concerning betting behaviours, with its customer interactions deemed to have ""fell far short"" of expected standards. A compliance assessment last year highlighted one case where a customer staked £86,000 over just 16 days, losing £6,000, before the Flutter Entertainment-owned firm initiated a manual review only after losses escalated. In another instance, the company was criticised for its delayed response to a gambler who engaged in intense betting sprees, including one session lasting nearly eight hours, involving more than 300 bets totalling £20,000. John Pierce, commission director of enforcement at the , said: “This £2 million settlement reflects the seriousness of the failings identified and the importance of meeting social responsibility and customer interaction standards.” He added: “These failings should never have occurred. While the licensees co-operated fully with the investigation, accepted the failings early and implemented an action plan quickly, this immediate response is the minimum we expect from operators when serious shortcomings are identified.” Betting firms must put in place systems and processes to monitor activity to identify worrying behaviours from the point when an account is opened. had several systems in place, the examples of failures uncovered showed “the velocity of spend, increasing deposits, overnight gambling, and changing betting patterns did not appear to be identified by the licensees or acted upon until the next day,” according to the commission. Mr Pierce said: “Operators must ensure systems to identify and address harm work effectively and at the right time. “Over-reliance on automation and failure to intervene when clear harm indicators are present exposes consumers to unnecessary risk.” Four operators trading under the names and Betfair – PPB Entertainment, PPB Counterparty Services, Betfair Casino and TSE Malta – will pay the money as part of the settlement. It marks the second sanction in just over two years for the firm, with the commission fining and Betfair £490,000 in 2023 for sending promotional push notifications to vulnerable customers, who had signed up to exclude themselves. A spokesperson for Flutter’s UK and business said: “Flutter takes its safer gambling responsibilities incredibly seriously and we firmly believe that we lead the industry in player protection. “Customer safety is our number one priority and there is no suggestion that any of the customers reviewed by the “Our controls have evolved significantly and we recently introduced a next generation customer safety platform, with the vast majority of checks now happening in real-time. “As such, we are confident that the issues highlighted by the commission in its public statement would not be repeated today.”",business,The Independent
https://www.independent.co.uk/news/business/warner-bros-paramount-netflix-hbo-abu-dhabi-b2886082.html,Trump’s son-in-law withdraws backing for Paramount’s hostile bid for Warner Bros,2025-12-17T10:19:41.000Z,"I would like to be emailed about offers, events and updates from The Independent. Read our A private equity firm owned by US President Donald Trump’s son-in-law has pulled its backing for Paramount’s hostile takeover bid for Jared Kushner’s company Affinity Partners had agreed financial backing for Paramount’s 30 US dollars (£22.50) a share bid for Warner Bros, which was lodged just days after Warner Bros agreed to be bought by in early December in a 72 billion dollar (£54 billion) deal. It comes as reports suggest Warner Bros is planning to recommend its investors reject Paramount’s bid on the grounds that the value, financing and terms of the deal do not match up to the offer from Netflix. is offering 30 dollars (£22.50) a share in cash for Warner Bros and has taken the bid straight to investors, asking them to reject the deal with Netflix. Paramount’s offer values Warner Bros at 108.4 billion dollars (£81.3 billion) including debts, trumping Netflix’s 27.75 dollars (£20.81) per share offer, which values Warner Bros at 72 billion dollars (£54 billion), or 82.7 billion dollars (£62 billion) including debts. US streaming giant Netflix agreed to buy the Warner Bros Discovery film and TV studios business, whereas Paramount has bid for the whole of Warner Bros. Mr Trump had already warned the Netflix takeover of Warner Bros “could be a problem” because of its combined market share, confirming he would be involved in the decision about whether the US federal government should approve the deal. Paramount had said in its appeal to win over Warner Bros shareholders that its offer would be more likely to pass regulatory scrutiny. Mr Kushner’s decision to pull his firm’s financial backing is seen as taking away a possible advantage for Paramount to secure Mr Trump’s approval for its rival bid. Paramount’s bid still has the financial backing of wealth funds run by three governments in the Persian Gulf, widely reported as Saudi Arabia, Paramount earlier revealed it had made six takeover approaches to Warner Bros over 12 weeks, but claimed Warner Bros “never engaged meaningfully”. An auction process for Warner Bros saw both Paramount and Sky owner Comcast lose out to Netflix, which owns , streaming service HBO Max and franchises such as Harry Potter and Batman.",business,The Independent
https://www.independent.co.uk/news/business/petrofac-american-north-sea-texas-b2890427.html,Thousands of jobs saved as Petrofac set to be purchased,2025-12-25T13:33:49.000Z,"I would like to be emailed about offers, events and updates from The Independent. Read our are safe as part of energy services firm company CB&I announced on Christmas Eve that it had entered into an agreement to acquire the firm’s asset solutions business, transferring 3,000 members of staff to its own payroll when the deal goes through, expected in the first quarter of 2026. Petrofac announced in October that it had appointed administrators after the collapse of a renewables contract in the Netherlands. Mark Butts, president and chief executive of Texas-based CB&I, said: “Our organisations share similar management philosophies and industry-leading safety performance. “With this combination we see strong cultural alignment, diversification benefits, and clear opportunities to enhance performance and deliver stable cash flow generation. “These factors collectively support CB&I’s long-term growth objectives.” James Bennett, joint administrator for Petrofac, said the deal was “a very positive outcome”. “Following a swift and rigorous process to find the best home for Petrofac’s Asset Solutions business, this is a very positive outcome and secures the future of its operations and the roles of many highly skilled people,” he said. “Asset Solutions has an exciting future as part of CB&I, with strong operational compatibility and a complementary geographic footprint.” Petrofac group chief executive Tareq Kawash said: “This is a great outcome for the Asset Solutions business, supporting job security for 3,000 talented team members. “CB&I is a strong business with clear growth objectives, now bolstered by the addition of Asset Solutions’ integrated service offering. “I want to thank the Asset Solutions team, our customers and supply base for their support as we have worked to secure the business’s future.”",business,The Independent
https://www.independent.co.uk/money/investing-stocks-shares-isa-christmas-santa-rally-b2887893.html,What is the Santa Rally and how do investors make money from it?,2025-12-19T15:54:31.000Z,"Knowing where the stock market is going next for certain would be a superpower that puts wealth in the palm of your hand. While not even Warren Buffett would claim to have such an ability, there are many factors to draw on which offer clues all consistently rise over long timeframes of multiple years. There are short-run falls along the way, but over the course of five years in most cases, and certainly over ten years, the leading markets such as the United States’ and United Kingdom’s have always made their way higher. The so-called Santa Rally is also an example which provides a good steer on how the stock market could move. As the name suggests, it occurs close to Christmas. To be precise, the Santa Rally is a rise in the stock market that often happens across the last five days of trading in December and the first two in January. , which is the top stock market index for the US, has risen by 1.3 per cent on average across just these seven days since 1960. Sometimes it is more and sometime less. In fact, it is crucial to note that it only rises in around four out of five years (79 per cent). A return of that size in seven days is very attractive, given it would take months to earn 1.3 per cent from cash savings. The other times (21 per cent) the Santa Rally has not occurred, and stock markets have fallen across these days. So, it is far a guarantee. There is significant debate over why the Santa Rally happens so often. A mixture of practical reasons and human nature is believed to be at play. One theory is that at the end of the year, analysts who forecast stock prices begin to revise predictions for the year ahead, and often raise their expected numbers. This feeds into investors’ decisions making. Get a free fractional share worth up to £100. Get a free fractional share worth up to £100. Next, there are tax obligations. Many investors sell shares as the year end approaches and then re-enter positions at the start of a new year, according to their own particular tax positions and the performance of their investments. There can also be some “balancing of the books” towards the year end where fund managers lock in profitable positions, by selling, to make their annual performance look as good as possible - and then buy back in as the year ticks over. Another factor is reduced trading volume as traders and fund managers take time off over the Christmas period. This means less is moving around, and so prices can be pushed higher, or lower, more easily. Expectations and psychology likely play a role too. The fact that the Santa Rally has consistently occurred over many decades means people expect it to happen, and therefore buy into the market: it becomes a self-fulfilling prophecy to some degree. On the psychological side, it is possible that the optimism that many people experience as a new year begins filters through into their financial decisions, so they are more inclined to buy than sell around this time. One other thing that may play a role is January as a whole often being a strong month for the stock market. The S&P 500 has risen 73 per cent of the time in January since 1950 and the has been up 64 per cent of the time. Investors therefore try to take advantage of this by buying-in as soon as the month begins, or even slightly before. It is relatively straightforward to make money from the Santa Rally - on the years it occurs. As mentioned though, it is by no means certain to happen in any given year, and the stock market could also fall in this period. is a long-term endeavour and trying to time when to buy and sell perfectly is extremely difficult. The best way to approach the Santa Rally is to view it as a potentially nice bonus as part of a long-held, diversified investment portfolio. That said, the simplest way to take advantage of the Santa Rally is to buy a stock market tracker . Another option is a FTSE 100 ETF or passive tracker fund, given the rise often occurs in the UK stock market as well. Either one will give you exposure to all the companies in the chosen index so the value of your investment will rise, or fall, in line with the market. Both S&P 500 and FTSE 100 trackers are available via all the major UK investment platforms from providers including BlackRock’s iShares, Vanguard, Legal and General and many others.",business,The Independent
https://www.independent.co.uk/news/business/boxing-day-january-sales-shopping-high-street-b2891629.html,How late night shopping gave British high street a major boost this Christmas,2025-12-29T16:00:25.000Z,"I would like to be emailed about offers, events and updates from The Independent. Read our UK retailers experienced a welcome surge in customer visits this Christmas, providing a much-needed boost at the close of what has been a challenging year. Footfall across all UK destinations rose by 3.9 per cent on last year, a ""resilient"" performance that analysts MRI Software attributed partly to Christmas falling later in the week, allowing for more last-minute shopping. Boxing Day proved the ""standout"" trading day, with footfall up 4.4 per cent year-on-year – the strongest increase witnessed in a decade. Retail parks led the way with an 8.8 per cent uplift, while high streets saw a 3.6 per cent rise and shopping centre visits increased by 2.1 per cent. Boxing Day uplift was driven by evening activity, with footfall between 5pm and 11pm up by an average of 9.6 per cent on last year in a likely boost to leisure and hospitality venues. carried into Saturday, with footfall up 1.6 per cent year on year and high streets leading with a 2.4 per cent increase in visitors while shopping centres recorded a slight 0.6 per cent dip. Jenni Matthews, retail analyst at MRI Software, said: “As family gatherings draw to a close and consumers look ahead to New Year’s Eve, footfall is expected to continue rising over the coming days. “Shoppers are likely to remain focused on sales, festive events and attractions within towns and cities, and topping up on food and drink essentials, keeping the festive retail period firmly in motion. “Taken together, these Christmas week trends provided a welcome boost for retailers following a challenging start to the year, highlighting both the importance of where Christmas falls in the calendar and the growing role of leisure-led footfall in maintaining seasonal performance; a trend which has remained strong throughout 2025.” saw footfall across December 26 and 27 increase by 1.5 per cent compared with the same dates last year. New West End Company chief executive Dee Corsi said: “On Boxing Day, footfall in the West End was up 1.7 per cent, driven by particularly strong year-on-year growth on “West End businesses will now be hoping that that footfall translates into sales, ending the year on a positive note, despite wider cost pressures and a challenging economic picture nationally.”",business,The Independent
https://www.independent.co.uk/money/inflation-rate-uk-2025-mortgage-savings-b2886162.html,How rising inflation impacts your mortgage and savings,2025-12-17T11:03:23.000Z,"I would like to be emailed about offers, events and updates from The Independent. Read our has been on a difficult path in 2025, initially dropping before surging back up from April onwards. However, it appeared to peak over summer and the latest figures thankfully have inflation back on the downward path, with Consumer Prices Index (CPI) inflation rate While the rate is lowering, remember, that does not mean are coming down - it means they are rising more slowly than previously. In part as a result of this tough-to-shift inflation, the Bank of England (BoE)’s higher than hoped for, though they are now are one of the primary ways the BoE looks to control inflation, they are often linked to each other, and each one can have knock-on effects on several areas for people in the UK. The BoE doesn’t only consider inflation: economic growth, wages, employment rates and plenty of other factors in the geopolitical landscape can come into play. But with a government-set target of 2 per cent inflation to aim for, interest rates tend to be left higher until inflation looks to be under more control and heading back towards its intended target. Consumer Prices Index (CPI) inflation is usually the figure used as the headline number - that’s at 3.2 per cent now. But it’s important to also look at the CPI data which includes costs for running households (CPIH), and this was 3.5 per cent for last month. CPIH is the preferred metric for the Office for National Statistics (ONS), who are responsible for collecting and releasing the data. Rising food and drink prices for much of this year and wage growth not slowing to comfortable levels have been problems hampering further rate cuts this year. Get a free fractional share worth up to £100. Get a free fractional share worth up to £100. But food prices did drop in November, as did wage growth, while unemployment rates rose and the economy contracted 0.1 per cent - all this means interest rates should drop this time around. are generally pleased when interest rates come down, and most people are happy when there’s not too much inflation. But as both of those have been high recently, repaying has been more expensive over the past two years unless you were locked into a lower-rate deal that didn’t need renewing. Rates have come down three times this year already, 0.25 percentage points each time, and there are plenty of deals on the market at sub-four per cent interest rates as lenders battle for business and Depending on your circumstances and type of mortgage, though, you may have a significantly higher rate than that - some 100 per cent , for example, start from 5.99 per cent. Mortgage deals also tend to be based on swap rates - future expectations of interest rates - rather than the bank rate itself, which is why lenders can sometimes price them lower than the current interest rate, or move higher in anticipation of no future cuts. Higher inflation, then, won’t immediately make your mortgage repayments more expensive - but it could reduce the chances of future interest rate cuts. (and any other loans) are cheaper to pay off when the interest rate goes down, the opposite is true for your Banks price their products from the bank rate; therefore, when as it comes down, we now see most of the best easy access paying around 4.4-4.5 per cent, when at the start of 2025 there was lots of competition in the 5 to 5.5 per cent range. to earn interest, but also to ensure your cash doesn’t see its buying power eroded because of inflation. If inflation runs at an average of 3.0 per cent this year and next, then £100 in a bank account will only be effectively worth a little over £94 by the end of 2026. Utilising interest rates, therefore, helps protect your overall cash value - and beyond that, where possible, such as in an individual account (ISA) or pension, as this has a much higher chance of beating inflation and giving better returns over a number of years.",business,The Independent
